ConsoleApplication1.Program::Main(string[])
nop,16
ldc.i4.s,5
newarr,1
stloc.0,1
ldc.i4.0,7
stloc.1,2
br.s,5
ldloc.0,4
ldloc.1,3
stelem.i1,2
ldc.i4.1,8
add,8
clt,4
stloc.2,1
ldloc.2,1
brtrue.s,4
stloc.3,2
stloc.s,9
ldloc.s,15
ldloc.3,3
rem,1
ceq,2
brfalse.s,2
ldelem.u1,2
ldstr,3
call,5
box,2
ret,1

ConsoleApplication1.Program::.ctor()
ldarg.0,1
call,1
nop,1
ret,1

