simpleAdd.Program::add(int32, int32) --> {0: ('10' - int32), 1: ('5' - int32)}
nop,1
ldarg.0,2
ldarg.1,2
cgt,1
stloc.0,1
ldloc.0,1
brfalse.s,2
add,1
stloc.1,1
br.s,1
ldloc.1,1
ret,1

simpleAdd.Program::Main(string[])
nop,2
ldc.i4.s,1
ldc.i4.5,1
call,2
stloc.0,1
ldloc.0,1
ret,1

