classExample.Car::.ctor(string, int32) --> {0: ('['"Audi', 'A8"']' - string), 1: ('220' - int32)}
ldarg.0,5
ldc.r8,2
stfld,4
call,1
nop,2
ldarg.1,1
ldarg.2,1
ret,1

classExample.Car::newSpeed()
nop,1
ldarg.0,6
ldfld,5
mul,1
stloc.0,1
ldc.r8,2
clt,1
stloc.1,1
ldloc.1,1
brfalse.s,2
ldloc.0,1
add,2
stfld,1
br.s,2
stloc.3,1
ldloc.3,1
ret,1

classExample.Program::Main(string[])
nop,2
ldstr,1
ldc.i4,1
newobj,1
stloc.0,1
ldloc.0,1
callvirt,1
stloc.1,1
ldloc.1,1
call,1
ret,1

