ConsoleApplication1.Program::Main(string[])
nop,21666
ldc.i4.s,10404
newarr,1
stloc.0,1
ldc.i4.0,10685
stloc.1,101
br.s,113
ldloc.1,301
clt,10403
stloc.2,101
ldloc.2,101
brtrue.s,10506
ldloc.0,1164
stelem.i1,582
ldc.i4.1,30400
add,30400
stloc.3,101
ldloc.3,10201
stloc.s,30603
ldloc.s,51867
rem,10000
ceq,10482
brfalse.s,10592
ldelem.u1,582
ldstr,101
call,201
box,100
ret,1

